domain;pdbid;datatype;IBS;IBS;IBS;IBS;IBS;IBS;nonIBS;nonIBS;nonIBS;nonIBS;nonIBS;nonIBS
C2DIS;2wz8A00;cathpdb;8;3;0;0;0;0;32;17;2;3;0;0
C2DIS;2wzeA01;cathpdb;7;4;0;0;0;0;32;18;2;0;0;0
C2DIS;2wzeB01;cathpdb;9;6;0;0;0;0;35;22;2;0;0;0
C2DIS;2x10A01;cathpdb;11;8;1;0;0;0;31;19;3;0;0;0
PH;2x18G00;cathpdb;9;8;3;0;0;0;26;16;2;0;0;0
C2DIS;2xhnB03;cathpdb;11;9;0;0;0;0;31;24;1;0;0;0
ANNEXIN;2xo2A01;cathpdb;11;7;1;0;0;0;25;14;0;0;0;0
ANNEXIN;2xo2A02;cathpdb;10;6;1;0;0;0;23;12;0;0;0;0
ANNEXIN;2xo2A03;cathpdb;8;6;1;0;0;0;24;14;1;0;0;0
ANNEXIN;2xo2A04;cathpdb;9;5;0;0;0;0;24;13;5;1;0;0
ANNEXIN;2xo3A01;cathpdb;8;6;1;0;0;0;24;14;0;0;0;0
ANNEXIN;2xo3A02;cathpdb;10;6;1;0;0;0;24;12;0;0;0;0
ANNEXIN;2xo3A03;cathpdb;9;6;1;0;0;0;25;13;1;0;0;0
ANNEXIN;2xo3A04;cathpdb;8;5;0;0;0;0;23;10;3;0;0;0
C2DIS;2xomA00;cathpdb;11;8;1;0;0;0;37;22;0;2;0;0
C2DIS;2xqxA00;cathpdb;14;11;2;0;0;0;28;17;1;0;0;0
C2DIS;2xqxB00;cathpdb;14;9;1;0;0;0;31;17;0;0;0;0
C2;2y3aA02;cathpdb;6;4;0;0;0;0;37;33;6;0;0;0
C2DIS;2y6gA00;cathpdb;11;5;0;0;0;0;40;29;2;1;0;0
C2DIS;2y6kA00;cathpdb;10;4;0;0;0;0;39;29;1;0;0;0
PH;2y7bA00;cathpdb;11;8;2;0;0;0;21;16;1;1;0;0
C2DIS;2y8jA00;cathpdb;8;4;1;0;0;0;35;24;1;0;0;0
C2DIS;2yc4B00;cathpdb;7;4;0;0;0;0;31;21;1;4;2;0
PH;2yf0A01;cathpdb;7;5;2;0;0;0;28;20;4;0;0;0
C2;2yoaB00;cathpdb;8;5;1;0;0;0;33;19;0;0;0;0
PX;2ypsD00;cathpdb;10;7;1;0;0;0;30;21;4;0;0;0
C2;2yrbA01;cathpdb;12;9;0;0;0;0;27;21;3;0;0;0
PH;2yryA00;cathpdb;18;10;0;0;0;0;18;14;0;1;1;0
PH;2ys1A00;cathpdb;14;9;1;0;0;0;28;18;3;0;0;0
PH;2ys3A00;cathpdb;12;8;2;0;0;0;33;20;1;0;0;0
PH;2ys5A01;cathpdb;11;8;0;0;0;0;27;18;1;0;0;0
C1;2yuuA00;cathpdb;11;6;3;0;0;0;25;16;2;0;0;0
PH;2z0qA02;cathpdb;10;6;1;0;0;0;28;18;1;0;0;0
C2;2z0uA00;cathpdb;12;8;1;0;0;0;32;23;1;0;0;0
C2;2z0uB00;cathpdb;10;8;1;0;0;0;30;23;1;0;0;0
C2DIS;2z4fA00;cathpdb;10;3;0;0;0;0;38;26;2;0;0;0
START;2z9zA00;cathpdb;8;6;1;0;0;0;38;27;1;0;0;0
C2DIS;2zewA00;cathpdb;6;5;0;0;0;0;30;18;1;1;0;0
C2DIS;2zexA00;cathpdb;5;4;0;0;0;0;34;20;1;1;0;0
C2DIS;2zeyA00;cathpdb;6;4;0;0;0;0;40;23;2;1;0;0
C2DIS;2zezA00;cathpdb;6;5;0;0;0;0;39;20;1;0;0;0
ANNEXIN;2zhiA01;cathpdb;11;8;1;0;0;0;25;9;1;0;0;0
ANNEXIN;2zhiA02;cathpdb;14;7;2;0;0;0;24;11;1;1;0;0
ANNEXIN;2zhiA03;cathpdb;11;9;1;0;0;0;24;13;2;0;0;0
ANNEXIN;2zhiA04;cathpdb;8;5;1;0;0;0;25;9;3;0;0;0
PLD;2zkmX03;cathpdb;15;11;3;0;0;0;37;24;2;0;0;0
C2;2zkmX04;cathpdb;8;5;0;0;0;0;35;28;4;1;0;0
ANNEXIN;2zocB01;cathpdb;10;7;1;0;0;0;27;12;1;0;0;0
ANNEXIN;2zocB02;cathpdb;13;7;2;0;0;0;24;9;1;2;0;0
ANNEXIN;2zocB03;cathpdb;9;7;1;0;0;0;23;11;2;0;0;0
ANNEXIN;2zocB04;cathpdb;10;5;1;0;0;0;25;9;2;0;0;0
PLA;2zp3A00;cathpdb;13;11;1;0;0;0;25;18;1;0;0;0
PLA;2zp4A00;cathpdb;12;10;1;0;0;0;24;17;1;0;0;0
PLA;2zp5A00;cathpdb;13;11;2;0;0;0;25;19;1;0;0;0
C2DIS;2zxqA04;cathpdb;11;6;0;0;0;0;36;24;2;0;0;0
C2DIS;2zxqA05;cathpdb;14;8;1;0;0;0;29;20;0;1;0;0
C2DIS;3a22A03;cathpdb;6;5;0;0;0;0;33;19;0;0;0;0
C2DIS;3a7qA01;cathpdb;10;9;3;0;0;0;33;22;4;0;0;0
C2DIS;3a7qA02;cathpdb;10;6;0;0;0;0;26;20;4;0;0;0
C2DIS;3a7qA03;cathpdb;9;3;0;0;0;0;36;27;5;0;0;0
C2DIS;3a7qA04;cathpdb;11;3;1;0;0;0;33;23;4;1;0;0
PH;3a8pA01;cathpdb;9;7;1;0;0;0;26;15;1;0;0;0
PH;3a98B02;cathpdb;11;8;1;0;0;0;24;16;1;0;0;0
PH;3a98D02;cathpdb;3;3;1;0;0;0;28;20;2;0;0;0
C2DIS;3abzA03;cathpdb;10;7;1;0;0;0;34;29;0;2;0;0
C2DIS;3acfA00;cathpdb;12;10;0;0;0;0;35;23;0;0;0;0
PH;3aj4B00;cathpdb;12;8;3;0;0;0;26;15;1;0;0;0
PH;3au4A04;cathpdb;10;2;0;0;0;0;25;15;2;0;0;0
C2;3b7yB00;cathpdb;8;7;2;0;0;0;28;20;2;0;0;0
C2DIS;3bgaA01;cathpdb;9;8;1;1;0;0;39;29;3;0;0;0
C2DIS;3bgaB01;cathpdb;9;7;1;0;0;0;39;28;2;0;0;0
PH;3bjiB02;cathpdb;9;5;0;0;0;0;25;21;1;0;0;0
C1;3bjiB03;cathpdb;9;8;3;0;0;0;25;13;2;0;0;0
C2DIS;3bn6A00;cathpdb;15;8;3;0;0;0;38;25;4;1;0;0
PLA;3bp2A00;cathpdb;14;11;2;0;0;0;25;16;1;0;0;0
C2DIS;3c7hA01;cathpdb;10;6;0;0;0;0;38;19;1;1;0;0
PLD;3ch0A00;cathpdb;18;13;0;0;0;0;43;30;1;0;0;0
C2DIS;3cihA01;cathpdb;12;9;2;0;0;0;30;22;3;0;0;0
C2DIS;3cihA02;cathpdb;1;1;0;0;0;0;40;27;3;0;0;0
C2DIS;3cmgA01;cathpdb;10;7;2;0;0;0;30;26;5;0;0;0
START;3cnwA00;cathpdb;9;4;0;0;0;0;36;22;1;0;0;0
START;3cnwB00;cathpdb;9;5;0;0;0;0;37;25;2;0;0;0
C2DIS;3cqoA02;cathpdb;11;5;0;0;0;0;42;17;3;2;0;0
C2DIS;3cqoC01;cathpdb;9;4;2;0;0;0;41;18;2;0;0;0
C1;3cxlA02;cathpdb;14;10;4;0;0;0;26;17;3;1;1;0
PLA;3cylA00;cathpdb;12;10;3;0;0;0;27;16;2;2;0;0
C2DIS;3d3aA02;cathpdb;0;0;0;0;0;0;41;36;4;1;0;0
C2DIS;3d3aA03;cathpdb;10;7;3;0;0;0;25;17;1;0;0;0
C2DIS;3decA01;cathpdb;9;7;1;0;0;0;32;25;2;0;0;0
PLA;3dihA00;cathpdb;10;9;3;0;0;0;25;18;1;0;0;0
PX;3dytA01;cathpdb;7;6;0;0;0;0;30;21;4;0;0;0
C1;3e2iA02;cathpdb;6;2;0;0;0;0;25;15;4;0;0;0
START;3e85A00;cathpdb;9;5;0;0;0;0;38;21;1;0;0;0
PLD;3ea1A00;cathpdb;12;11;2;0;0;0;45;27;1;1;1;0
PLD;3ea3A00;cathpdb;14;12;2;0;0;0;45;27;1;1;1;0
C2DIS;3eb7A02;cathpdb;14;12;1;0;0;0;32;23;2;0;0;0
C2DIS;3ecqA05;cathpdb;8;7;0;0;0;0;39;24;2;0;0;0
C2DIS;3ecqA06;cathpdb;14;7;1;0;0;0;35;22;1;0;0;0
C2DIS;3ecqB05;cathpdb;9;8;0;0;0;0;39;23;2;0;0;0
C2DIS;3ecqB06;cathpdb;14;8;1;0;0;0;36;22;1;0;0;0
START;3eliA00;cathpdb;8;4;0;0;0;0;40;25;4;1;0;0
PLA;3eloA00;cathpdb;15;11;0;0;0;0;21;16;2;0;0;0
C2DIS;3etpA00;cathpdb;13;8;2;0;0;0;29;27;5;0;0;0
C2;3f04A00;cathpdb;13;8;2;0;0;0;30;19;2;1;0;0
START;3f08A00;cathpdb;8;4;0;0;0;0;37;23;1;0;0;0
START;3f08B00;cathpdb;9;4;0;0;0;0;33;22;1;0;0;0
C2DIS;3f2zA00;cathpdb;14;7;0;0;0;0;29;19;2;1;0;0
PH;3f5rA00;cathpdb;11;8;0;0;0;0;28;16;3;0;0;0
C2;3fbkA00;cathpdb;8;7;0;0;0;0;26;20;2;0;0;0
C2;3fbkB00;cathpdb;7;6;0;0;0;0;27;21;2;0;0;0
C2;3fdwB00;cathpdb;12;8;2;0;0;0;32;24;2;0;0;0
PH;3fehA02;cathpdb;10;8;0;1;1;0;23;17;2;0;0;0
C2DIS;3fhqD02;cathpdb;14;7;0;0;0;0;43;22;0;1;0;0
PH;3fm8C02;cathpdb;9;6;0;0;0;0;19;12;1;0;0;0
PH;3fm8C03;cathpdb;11;7;3;0;0;0;37;25;2;1;1;0
C2DIS;3fn9D01;cathpdb;11;7;1;0;0;0;32;27;5;2;1;0
START;3fo5B00;cathpdb;14;8;0;0;0;0;32;25;5;0;0;0
PX;3fogA00;cathpdb;10;8;2;0;0;0;28;21;1;0;0;0
PLA;3g8gA00;cathpdb;12;11;5;0;0;0;27;19;2;0;0;0
PLA;3g8hA00;cathpdb;12;11;5;0;0;0;29;19;2;0;0;0
PH;3g9wA02;cathpdb;12;8;0;0;0;0;24;17;2;0;0;0
PLA;3gciA00;cathpdb;12;11;0;0;0;0;22;13;2;0;0;0
C2DIS;3gglA00;cathpdb;11;6;0;0;0;0;27;22;5;0;0;0
START;3ggnA00;cathpdb;6;5;0;0;0;0;38;19;2;0;0;0
C2DIS;3gm8A01;cathpdb;12;9;5;0;0;0;31;25;3;0;0;0
PH;3gyoA02;cathpdb;6;6;2;0;0;0;34;24;3;0;0;0
PH;3gypA02;cathpdb;7;6;2;0;0;0;31;22;2;0;0;0
PLD;3h4wA00;cathpdb;10;9;1;0;0;0;48;31;2;0;0;0
PLD;3h4xA00;cathpdb;11;10;1;0;0;0;47;29;2;0;0;0
C2DIS;3heiO00;cathpdb;15;11;2;0;0;0;24;17;4;0;0;0
C2;3hhmA04;cathpdb;9;7;1;0;0;0;32;25;3;0;0;0
PH;3hk0A02;cathpdb;9;6;0;0;0;0;31;25;3;0;0;0
C2DIS;3hn3D01;cathpdb;9;8;1;0;0;0;40;30;6;2;1;0
C2;3hn8A01;cathpdb;9;5;1;0;0;0;33;25;1;0;0;0
C2;3hn8C02;cathpdb;9;6;3;0;0;0;37;21;0;0;0;0
C2DIS;3hnmA00;cathpdb;14;9;2;1;0;0;25;18;1;0;0;0
C2DIS;3hnmB00;cathpdb;13;8;2;1;0;0;24;19;1;0;0;0
C2DIS;3hnmC00;cathpdb;15;9;2;1;0;0;24;17;1;0;0;0
C2DIS;3hnmD00;cathpdb;16;9;2;0;0;0;24;18;1;0;0;0
C2DIS;3hnyM00;cathpdb;7;5;3;0;0;0;30;19;0;3;1;0
PX;3hpbA00;cathpdb;11;8;0;0;0;0;21;17;0;0;0;0
PX;3hpcX00;cathpdb;11;9;0;0;0;0;23;19;1;0;0;0
PH;3hqcA00;cathpdb;7;6;1;0;0;0;30;18;2;2;1;0
PH;3hw2B00;cathpdb;10;8;2;0;0;0;28;19;1;0;0;0
PLD;3i10A00;cathpdb;19;10;0;0;0;0;38;27;0;1;0;0
C2DIS;3i2gA03;cathpdb;5;2;0;0;0;0;41;29;3;0;0;0
C2DIS;3i3eB01;cathpdb;12;8;1;0;0;0;47;31;1;0;0;0
C2DIS;3ib3A03;cathpdb;6;5;0;0;0;0;39;29;1;0;0;0
C2DIS;3ib3B03;cathpdb;4;4;0;0;0;0;38;31;1;0;0;0
C2DIS;3iiiA03;cathpdb;6;5;0;0;0;0;38;30;0;0;0;0
START;3ijtA00;cathpdb;6;3;0;0;0;0;42;26;0;0;0;0
PX;3iq2A00;cathpdb;8;8;3;0;0;0;19;14;4;0;0;0
START;3jrqB00;cathpdb;8;5;0;0;0;0;32;23;0;1;0;0
START;3jrsA00;cathpdb;8;5;1;0;0;0;35;26;0;2;1;0
START;3jrsC00;cathpdb;8;5;1;0;0;0;35;21;0;0;0;0
C2DIS;3jxsB00;cathpdb;10;4;0;0;0;0;38;27;2;2;1;0
C2;3jzyA00;cathpdb;10;8;1;0;0;0;34;22;5;1;0;0
C2DIS;3k46B01;cathpdb;5;5;1;0;0;0;42;30;4;0;0;0
C2DIS;3k4aA01;cathpdb;5;5;1;0;0;0;38;28;3;1;0;0
C2DIS;3k4aB01;cathpdb;5;5;1;0;0;0;32;25;5;1;1;0
C2DIS;3k4zA01;cathpdb;9;5;0;0;0;0;37;23;3;0;0;0
C2DIS;3k77G00;cathpdb;10;7;0;0;0;0;29;18;2;0;0;0
START;3k78A00;cathpdb;6;5;0;0;0;0;31;20;1;0;0;0
START;3k90D00;cathpdb;9;6;1;0;0;0;26;21;1;0;0;0
START;3kl1A00;cathpdb;10;6;1;0;0;0;33;23;2;0;0;0
START;3klxB00;cathpdb;10;6;1;0;0;0;34;26;1;1;1;0
PLD;3ks5A00;cathpdb;16;10;0;0;0;0;44;31;1;1;0;0
PLD;3ks5B00;cathpdb;14;8;0;0;0;0;47;30;1;1;0;0
PLD;3ks6A00;cathpdb;16;10;0;0;0;0;43;29;1;1;0;0
PLD;3ks6B00;cathpdb;16;10;0;0;0;0;45;28;1;1;0;0
PLD;3ks6C00;cathpdb;15;9;0;0;0;0;44;31;1;1;0;0
PLD;3ks6D00;cathpdb;16;10;0;0;0;0;44;31;1;1;0;0
PH;3ksyA03;cathpdb;8;5;1;0;0;0;26;19;2;0;0;0
C2;3kwtA00;cathpdb;9;5;1;0;0;0;30;23;1;0;0;0
C1;3ky9B04;cathpdb;10;9;3;0;0;0;24;12;2;2;1;0
PH;3kz1B02;cathpdb;13;10;0;0;0;0;28;17;1;0;0;0
PLD;3l12A00;cathpdb;21;14;1;0;0;0;38;28;1;0;0;0
PLD;3l12B00;cathpdb;18;13;1;0;0;0;43;30;1;1;0;0
C2;3l4cB00;cathpdb;13;8;1;0;0;0;37;26;3;0;0;0
PLA;3l69A00;cathpdb;13;10;2;0;0;0;26;19;2;0;0;0
C2;3l9bA00;cathpdb;9;8;1;0;0;0;32;23;1;0;0;0
C2DIS;3legA00;cathpdb;11;5;1;1;0;0;35;16;0;1;0;0
C2DIS;3lpfA01;cathpdb;4;4;1;0;0;0;40;27;4;0;0;0
C2DIS;3lpfB01;cathpdb;5;5;1;0;0;0;39;30;5;0;0;0
C2DIS;3lpgA01;cathpdb;5;5;1;0;0;0;39;28;3;0;0;0
C2DIS;3lpgB01;cathpdb;6;6;1;0;0;0;40;31;5;0;0;0
PX;3luiB00;cathpdb;12;8;2;0;0;0;28;16;1;0;0;0
C2;3m7fB00;cathpdb;9;6;2;0;0;0;28;17;1;0;0;0
C2DIS;3mbwA01;cathpdb;14;11;1;0;0;0;30;21;3;0;0;0
PH;3mdbD03;cathpdb;9;7;1;0;0;0;27;18;2;1;0;0
PH;3ml4A01;cathpdb;10;6;2;0;0;0;30;18;3;0;0;0
PH;3ml4A02;cathpdb;12;10;2;1;0;0;24;16;1;1;0;0
PH;3ml4B01;cathpdb;12;6;2;0;0;0;27;17;3;0;0;0
PH;3ml4B02;cathpdb;9;7;1;1;0;0;23;17;2;1;0;0
PH;3ml4C01;cathpdb;11;7;2;1;1;0;27;17;3;0;0;0
PH;3ml4C02;cathpdb;11;9;2;1;0;0;25;14;1;0;0;0
PH;3ml4D01;cathpdb;11;7;2;1;0;0;30;18;2;0;0;0
PH;3ml4D02;cathpdb;11;9;2;1;0;0;23;15;1;0;0;0
PLA;3mlmB00;cathpdb;13;11;4;0;0;0;26;14;0;1;0;0
C2DIS;3mo4A02;cathpdb;8;5;1;0;0;0;40;22;2;0;0;0
C2DIS;3mo4B02;cathpdb;8;5;1;0;0;0;39;19;2;0;0;0
PH;3mpxA02;cathpdb;10;5;0;0;0;0;21;16;3;0;0;0
PLD;3mz2A00;cathpdb;22;13;0;0;0;0;43;30;0;1;0;0
PLD;3mz2B00;cathpdb;20;13;0;0;0;0;43;32;0;1;0;0
C2;3n5aA00;cathpdb;11;7;2;0;0;0;34;21;0;1;0;0
START;3ni8A00;cathpdb;11;7;1;0;0;0;35;19;3;0;0;0
START;3nj1A00;cathpdb;8;5;1;0;0;0;36;25;1;0;0;0
START;3njoB00;cathpdb;9;6;0;0;0;0;28;19;0;0;0;0
START;3nmpC00;cathpdb;10;7;2;0;0;0;37;26;1;0;0;0
C2DIS;3nngB00;cathpdb;12;7;1;0;0;0;40;22;1;0;0;0
PLD;3no3A00;cathpdb;15;10;0;0;0;0;38;26;0;0;0;0
C2DIS;3nqhA02;cathpdb;6;5;0;0;0;0;27;20;0;0;0;0
C2DIS;3nruJ00;cathpdb;10;8;4;0;0;0;32;27;1;0;0;0
C2;3nsjA02;cathpdb;15;10;4;0;0;0;33;20;2;0;0;0
PH;3o96A01;cathpdb;9;7;2;0;0;0;30;22;2;1;0;0
C2;3oawA02;cathpdb;7;4;1;0;0;0;40;29;4;0;0;0
C2DIS;3obaD01;cathpdb;12;10;2;0;0;0;35;29;5;0;0;0
PH;3odxB02;cathpdb;8;7;0;0;0;0;30;21;1;0;0;0
C2DIS;3oebA00;cathpdb;6;5;0;0;0;0;38;26;3;1;0;0
C2DIS;3ogvA04;cathpdb;8;8;0;0;0;0;29;23;4;0;0;0
C2DIS;3ogvA05;cathpdb;13;10;2;0;0;0;31;22;3;1;1;0
START;3oh8A01;cathpdb;5;3;1;0;0;0;36;23;4;0;0;0
PLD;3ohmB03;cathpdb;12;6;1;0;0;0;41;31;0;0;0;0
PLA;3oshA00;cathpdb;11;10;0;0;0;0;24;14;2;0;0;0
START;3otlA00;cathpdb;16;8;1;0;0;0;32;20;0;0;0;0
START;3otlB00;cathpdb;17;11;2;0;0;0;33;18;0;0;0;0
PX;3p0cA00;cathpdb;10;7;1;0;0;0;32;21;3;0;0;0
START;3p0lC00;cathpdb;8;6;2;0;0;0;31;24;2;1;1;0
C2DIS;3p1iB00;cathpdb;12;8;1;0;0;0;29;23;0;1;1;0
PLA;3p2pA00;cathpdb;12;9;2;0;0;0;25;17;1;1;0;0
START;3p51A00;cathpdb;4;3;0;0;0;0;38;20;3;0;0;0
C2DIS;3p6bA00;cathpdb;8;4;0;0;0;0;37;24;3;0;0;0
PH;3p7zA02;cathpdb;12;7;1;0;0;0;30;17;2;0;0;0
START;3p9vA00;cathpdb;12;11;2;0;0;0;27;16;1;0;0;0
START;3p9vB00;cathpdb;13;11;2;0;0;0;29;18;1;1;0;0
C2;3pfqA02;cathpdb;16;9;3;0;0;0;23;17;0;0;0;0
PH;3pp2B00;cathpdb;9;8;0;0;0;0;30;22;1;0;0;0
PLD;3ptdA00;cathpdb;14;12;2;0;0;0;42;26;1;1;1;0
START;3pu2A00;cathpdb;11;7;0;0;0;0;37;23;3;1;1;1
START;3pu2B00;cathpdb;13;8;0;0;0;0;33;20;2;1;1;1
START;3pu2C00;cathpdb;8;5;0;0;0;0;35;24;3;0;0;0
START;3pu2D00;cathpdb;10;7;0;0;0;0;35;24;4;0;0;0
START;3pu2E00;cathpdb;10;5;0;0;0;0;37;28;2;1;1;1
START;3pu2F00;cathpdb;12;7;0;0;0;0;39;26;3;0;0;0
START;3pu2G00;cathpdb;12;8;0;0;0;0;38;26;3;0;0;0
START;3pu2H00;cathpdb;10;6;0;0;0;0;35;24;3;0;0;0
START;3putA00;cathpdb;15;10;1;0;0;0;36;23;1;0;0;0
START;3putB00;cathpdb;12;6;0;0;0;0;33;23;1;0;0;0
PH;3pvlA04;cathpdb;9;6;0;0;0;0;29;18;3;0;0;0
C2;3pycA00;cathpdb;8;7;2;0;0;0;32;16;0;1;0;0
START;3q63A00;cathpdb;9;6;1;0;0;0;35;21;0;0;0;0
START;3q63B00;cathpdb;9;6;1;0;0;0;32;21;1;0;0;0
START;3q63C00;cathpdb;9;6;1;0;0;0;30;21;1;0;0;0
START;3q63D00;cathpdb;9;6;1;0;0;0;30;19;1;0;0;0
START;3q63E00;cathpdb;8;6;1;0;0;0;31;22;0;0;0;0
START;3q63F00;cathpdb;8;6;1;0;0;0;32;22;1;0;0;0
START;3q64A00;cathpdb;7;5;0;0;0;0;34;22;3;0;0;0
START;3q6aA00;cathpdb;9;6;1;0;0;0;34;18;0;0;0;0
START;3q6aB00;cathpdb;9;6;1;0;0;0;36;17;0;0;0;0
START;3q6aC00;cathpdb;10;4;1;0;0;0;38;19;0;1;1;0
START;3q6aD00;cathpdb;10;4;1;0;0;0;37;18;0;1;1;0
START;3q6aE00;cathpdb;10;6;1;0;0;0;38;20;0;0;0;0
START;3q6aF00;cathpdb;11;5;0;0;0;0;36;20;1;3;0;0
START;3q6aG00;cathpdb;10;5;1;0;0;0;38;19;0;0;0;0
START;3q6aH00;cathpdb;11;6;0;0;0;0;36;20;1;2;0;0
PH;3qbvD02;cathpdb;8;5;2;0;0;0;31;23;4;0;0;0
PH;3qijB03;cathpdb;8;5;1;0;0;0;29;15;3;1;0;0
PLD;3qr0A03;cathpdb;10;8;4;1;0;0;45;27;4;0;0;0
C2;3qr0A04;cathpdb;8;7;0;0;0;0;31;21;4;0;0;0
PLD;3qr1A03;cathpdb;11;8;3;0;0;0;47;30;4;0;0;0
C2;3qr1A04;cathpdb;7;6;0;0;0;0;33;23;4;0;0;0
START;3qrzC00;cathpdb;13;8;0;0;0;0;27;18;2;0;0;0
START;3qszA00;cathpdb;6;5;1;0;0;0;39;22;1;0;0;0
START;3qszB00;cathpdb;8;6;2;0;0;0;38;23;2;0;0;0
PLD;3qvqA00;cathpdb;14;10;0;0;0;0;42;22;1;0;0;0
PLD;3qvqB00;cathpdb;14;9;0;0;0;0;47;26;0;0;0;0
PLD;3qvqC00;cathpdb;14;10;1;0;0;0;41;20;1;0;0;0
PLD;3qvqD00;cathpdb;14;10;1;0;0;0;39;23;0;0;0;0
PH;3qwmA00;cathpdb;10;8;2;0;0;0;28;22;2;0;0;0
PLA;3r0lD00;cathpdb;13;9;2;0;0;0;24;14;4;0;0;0
PH;3rcpA00;cathpdb;11;6;2;0;0;0;28;21;2;0;0;0
START;3rd6A00;cathpdb;9;3;0;0;0;0;33;22;0;1;0;0
C2;3rdlA00;cathpdb;13;7;0;0;0;0;32;27;3;0;0;0
PLD;3rlgA00;cathpdb;10;9;4;0;0;0;44;24;1;0;0;0
PLD;3rlhA00;cathpdb;10;9;4;0;0;0;43;25;1;0;0;0
START;3rt0C00;cathpdb;14;10;1;0;0;0;21;14;0;0;0;0
START;3rt2A00;cathpdb;10;6;2;0;0;0;30;18;2;0;0;0
C2;3sd5A02;cathpdb;5;4;1;0;0;0;39;30;4;0;0;0
C2DIS;3seeA00;cathpdb;6;5;0;0;0;0;44;31;0;0;0;0
C2DIS;3skvB01;cathpdb;11;8;2;0;0;0;31;17;1;1;1;0
PH;3snhA03;cathpdb;10;7;1;0;0;0;34;21;2;1;0;0
PH;3t06A02;cathpdb;10;8;0;0;0;0;26;19;2;0;0;0
PLA;3t0rC00;cathpdb;12;9;2;0;0;0;27;20;1;1;0;0
PH;3tfmA01;cathpdb;8;6;2;0;0;0;34;18;1;0;0;0
PH;3tfmA02;cathpdb;11;8;0;0;0;0;26;20;1;0;0;0
START;3tfzF00;cathpdb;17;9;1;0;0;0;27;15;2;0;0;0
START;3tl1A00;cathpdb;12;7;0;0;0;0;28;17;3;0;0;0
PH;3to1B02;cathpdb;6;6;2;0;0;0;30;20;3;0;0;0
PH;3tvvA02;cathpdb;8;8;2;0;0;0;33;22;3;0;0;0
PH;3tvvB02;cathpdb;6;6;2;0;0;0;30;21;3;0;0;0
PH;3tw1A02;cathpdb;8;7;2;0;0;0;28;21;3;0;0;0
PH;3u7dA03;cathpdb;8;6;0;0;0;0;28;16;6;0;0;0
PLA;3u8iA00;cathpdb;12;10;2;0;0;0;26;15;1;2;0;0
PLA;3u8iB00;cathpdb;12;10;2;0;0;0;26;15;1;1;0;0
PH;3u8zD03;cathpdb;6;4;0;0;0;0;28;21;6;0;0;0
C2DIS;3uesB02;cathpdb;8;5;1;0;0;0;38;20;2;0;0;0
C1;3ueyA01;cathpdb;11;9;4;0;0;0;24;16;2;0;0;0
C1;3uffA01;cathpdb;11;9;4;0;0;0;25;17;2;0;0;0
C1;3ugdA01;cathpdb;11;9;4;0;0;0;24;15;2;0;0;0
START;3uidA00;cathpdb;14;8;0;0;0;0;40;19;1;0;0;0
PH;3ulcA01;cathpdb;5;3;0;0;0;0;25;15;1;0;0;0
C2DIS;3unpA00;cathpdb;8;7;4;0;0;0;32;19;5;0;0;0
START;3uqhB00;cathpdb;9;6;0;0;0;0;28;16;1;0;0;0
PLA;3ux7B00;cathpdb;12;11;4;0;0;0;21;15;0;0;0;0
PLD;3v18A00;cathpdb;14;11;2;0;0;0;47;25;1;0;0;0
PLD;3v1hA00;cathpdb;12;9;1;0;0;0;38;24;1;0;0;0
PLA;3v9mB00;cathpdb;13;10;2;0;0;0;29;15;4;0;0;0
PLA;3vbzA00;cathpdb;12;10;1;0;0;0;26;12;2;0;0;0
PLA;3vc0A00;cathpdb;12;10;1;0;0;0;27;14;1;0;0;0
PH;3voqA00;cathpdb;6;6;1;0;0;0;32;21;5;0;0;0
C2;3w56A00;cathpdb;9;6;2;0;0;0;32;20;2;0;0;0
C2DIS;3w5mA02;cathpdb;13;10;2;0;0;0;34;24;1;0;0;0
C2DIS;3w5mA04;cathpdb;0;0;0;0;0;0;35;23;1;0;0;0
C2DIS;3w5nA03;cathpdb;13;6;0;0;0;0;33;23;0;0;0;0
START;3w9kA00;cathpdb;8;7;3;0;0;0;34;23;4;0;0;0
START;3w9rA00;cathpdb;8;5;0;0;0;0;33;23;6;0;0;0
C2DIS;3wezA03;cathpdb;11;6;2;0;0;0;29;20;2;0;0;0
C2DIS;3wf0B02;cathpdb;2;1;0;0;0;0;36;25;4;0;0;0
START;3wg8A00;cathpdb;6;3;0;0;0;0;26;20;0;0;0;0
C2DIS;3wnnB03;cathpdb;6;5;0;0;0;0;37;20;2;0;0;0
C2DIS;3wnpA03;cathpdb;8;5;0;0;0;0;39;22;3;1;0;0
C2DIS;3wqbA02;cathpdb;7;5;2;0;0;0;40;24;1;3;0;0
C2DIS;3wsoA02;cathpdb;10;8;2;1;0;0;35;24;4;1;0;0
PH;3zdtA03;cathpdb;8;6;1;0;0;0;26;17;4;0;0;0
PH;3zdtB03;cathpdb;8;6;1;0;0;0;16;12;1;0;0;0
C2DIS;3zm8A01;cathpdb;8;5;0;0;0;0;39;20;1;0;0;0
PH;3zvrA03;cathpdb;10;8;2;1;1;0;26;14;1;0;0;0
START;3zvuA00;cathpdb;8;5;1;0;0;0;27;21;0;1;1;0
C2DIS;4a3zA00;cathpdb;8;5;0;0;0;0;32;18;1;0;0;0
C2DIS;4a42A00;cathpdb;3;3;0;0;0;0;27;20;1;3;2;0
C2DIS;4a42B00;cathpdb;2;2;0;0;0;0;31;22;1;0;0;0
